No,Nama,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Target
467,Nina,94,78,82,91,79,95,93,89,77,94,RKS
468,Hadi,72,62,78,61,93,78,90,60,97,95,RKS
469,Oscar,86,64,97,86,81,91,72,75,60,96,MK
470,Bayu,88,96,66,91,92,79,96,81,60,71,TPPU
471,Indra,87,78,77,98,76,62,69,91,95,90,TRE
472,Lina,92,86,92,95,98,69,67,65,93,95,WE
473,Citra,65,74,68,60,62,88,91,74,66,85,MK
474,Tono,79,94,67,82,87,61,94,60,78,93,RKS
475,Rudi,84,65,67,87,62,92,71,88,91,81,LPI
476,Mira,68,93,65,67,96,84,66,80,75,69,AM
477,Sari,95,83,69,70,99,76,73,94,74,62,MS
478,Oscar,82,81,100,75,87,89,83,72,68,63,AK
479,Tono,63,78,67,74,100,93,83,87,85,95,AK
480,Joko,94,77,62,94,94,70,80,62,90,99,EM
481,Indra,74,99,68,80,71,98,74,89,94,87,RPE
482,Wati,67,65,65,98,63,93,82,62,92,60,KP
483,Dewi,87,97,70,95,79,99,98,86,85,96,GM
484,Hadi,73,61,61,77,98,60,95,83,76,86,ME
485,Rudi,75,71,78,91,61,99,87,74,92,93,LPI
486,Lina,79,93,64,84,73,82,83,91,87,98,EM
487,Citra,61,98,77,83,78,73,77,88,81,81,EM
488,Oscar,95,68,63,69,94,66,62,60,62,64,ME
489,Sari,68,80,90,88,89,85,94,94,70,74,RE
490,Tono,67,95,95,87,61,80,96,79,82,93,IF
491,Joko,64,68,89,62,75,87,89,76,97,74,IF
492,Fitri,74,62,65,99,96,65,74,67,82,62,GM
493,Oscar,81,68,91,64,70,62,73,83,73,61,KP
494,Eka,91,86,87,83,84,71,70,70,73,69,RKS
495,Tono,75,100,85,94,76,71,82,98,77,81,AK
496,Sari,88,69,93,88,91,74,92,71,71,65,KP
497,Nina,81,75,68,72,77,77,71,62,80,82,WE
498,Eka,63,67,76,94,69,75,67,95,63,94,RE
499,Oscar,100,95,88,72,74,83,64,72,60,60,AN
500,Wati,84,79,95,64,94,62,79,79,64,76,MK
501,Putri,84,89,96,67,83,62,70,60,71,74,MK
502,Lina,78,85,85,63,91,100,66,65,89,92,LPI
503,Lina,98,69,75,72,94,84,81,89,63,75,MS
504,Nina,87,100,100,73,61,70,84,94,70,91,AN
505,Joko,73,89,62,93,64,79,82,83,80,83,TRM
506,Bayu,96,65,75,80,66,75,70,65,78,76,MK
507,Mira,76,64,97,69,61,77,87,100,94,87,TRM
508,Indra,71,91,72,62,76,66,89,93,63,75,RE
509,Fitri,76,78,98,80,90,70,61,75,85,92,RPE
510,Citra,78,87,85,85,80,75,73,60,76,75,RPE
511,Eka,96,67,88,76,87,98,95,91,89,93,RE
512,Bayu,100,93,69,68,98,63,80,73,90,77,AM
513,Bayu,100,99,69,87,79,96,99,99,75,86,MK
514,Joko,65,83,64,76,91,69,84,63,84,66,RKS
515,Tono,83,93,71,75,77,68,91,60,66,60,KP
516,Putri,88,88,98,63,68,67,78,84,60,73,AM
517,Gita,93,90,77,72,61,83,92,92,97,79,TRM
518,Tono,84,98,60,78,60,75,63,82,97,75,IF
519,Bayu,84,77,65,85,99,85,77,88,82,98,GM
520,Oscar,83,62,93,87,74,73,79,76,62,69,AK
521,Fitri,89,96,78,62,82,65,84,78,69,88,ABT
522,Fitri,62,64,90,70,65,96,84,73,91,88,WE
523,Hadi,66,95,86,60,65,81,85,64,71,99,TRM
524,Zain,91,80,100,60,79,76,73,99,96,61,IF
525,Citra,61,90,77,81,100,61,90,60,67,85,AK
526,Fitri,63,65,81,60,68,75,82,68,61,77,RKS
527,Fitri,92,96,73,74,61,64,77,94,89,68,TRPL
528,Lina,63,87,65,78,70,85,95,65,71,90,TRE
529,Zain,96,72,63,67,65,91,60,76,84,87,GM
530,Krisna,93,91,82,82,68,93,71,92,63,66,TRPL
531,Hadi,75,98,96,77,89,83,93,60,66,83,RPE
532,Zain,91,87,77,96,94,72,93,75,67,70,EM
533,Citra,86,93,63,82,87,60,90,75,63,87,IN
534,Citra,95,84,89,95,64,83,77,79,76,83,TPPU
535,Rudi,86,93,82,99,64,92,62,89,62,94,AK
536,Citra,79,66,89,68,75,87,81,76,66,78,AN
537,Tono,85,69,84,60,96,75,90,91,100,87,IF
538,Putri,92,63,65,98,96,66,63,95,97,62,AN
539,Mira,85,83,93,76,100,69,71,79,95,85,AK
540,Gita,79,73,78,68,92,95,60,84,88,80,RPE
541,Putri,98,70,96,79,66,99,93,89,88,73,AK
542,Sari,64,84,80,91,71,82,84,60,86,97,IF
543,Eka,84,89,63,74,61,78,64,82,87,86,WE
544,Gita,92,82,88,89,83,90,61,93,71,83,TPPU
545,Bayu,79,96,96,91,77,100,97,76,62,77,RPE
546,Joko,69,95,75,60,95,84,90,93,93,67,IN
547,Tono,76,97,89,95,72,78,66,76,96,61,ABT
548,Mira,83,96,69,97,99,75,74,100,84,74,ME
549,Oscar,85,71,70,92,93,74,79,99,81,92,ME
550,Dewi,81,76,76,88,64,93,99,93,73,88,MK
551,Mira,92,60,88,79,75,79,94,62,89,69,RKS
552,Putri,60,61,83,97,66,68,78,62,91,76,AK
553,Lina,80,68,83,70,69,70,61,61,77,97,TRM
554,Lina,63,67,90,81,89,93,100,89,97,61,GM
555,Joko,81,91,71,100,60,79,78,96,60,79,IN
556,Bayu,73,69,72,97,70,80,96,80,94,84,TRM
557,Joko,90,95,98,97,88,100,87,77,65,71,RE
558,Zain,75,65,91,81,100,66,62,75,82,70,TRPL
559,Eka,89,98,63,90,72,86,94,92,71,89,TRPL
560,Fitri,88,66,72,81,95,88,100,80,85,72,ABT
561,Fitri,60,83,67,79,72,63,70,91,77,91,RE
562,Mira,75,73,85,97,78,87,90,74,78,84,TRPL
563,Dewi,61,95,77,99,90,85,67,77,86,82,AK
564,Putri,80,60,90,73,68,73,87,78,66,67,LPI
565,Indra,97,61,99,67,64,89,70,62,84,65,TRE
566,Bayu,97,77,60,66,61,90,62,81,90,98,RE
567,Eka,98,81,67,79,65,63,86,84,63,82,MS
568,Sari,82,90,76,76,76,78,66,60,78,95,IN
569,Wati,75,70,74,96,79,98,67,65,98,60,KP
570,Indra,93,60,99,89,81,63,70,69,92,65,TPPU
571,Lina,84,69,81,80,85,60,90,66,89,68,MK
572,Rudi,71,83,85,79,98,74,98,66,92,86,RKS
573,Bayu,66,72,70,64,60,60,79,96,60,82,RE
574,Indra,77,93,94,85,100,67,79,97,77,66,AN
575,Sari,72,84,94,96,93,71,62,88,94,67,RKS
576,Indra,96,87,85,99,81,72,67,91,85,92,KP
577,Putri,80,64,99,75,77,69,71,83,67,87,TRPL
578,Putri,86,63,60,71,61,66,72,93,89,71,TRE
579,Bayu,60,63,63,72,60,71,64,77,90,61,IN
580,Bayu,74,79,62,98,88,98,93,80,70,66,TRE
581,Joko,79,67,75,85,100,90,67,76,84,94,MS
582,Hadi,76,66,64,83,62,83,75,71,77,74,GM
583,Fitri,94,83,61,80,70,98,82,91,65,94,TRPL
584,Tono,69,87,60,66,83,86,60,71,71,98,IN
585,Zain,74,73,89,67,87,70,72,63,81,79,MS
586,Zain,64,84,84,76,86,86,82,63,94,64,IF
587,Joko,64,63,96,62,86,86,62,93,96,94,KP
588,Tono,94,92,84,88,69,70,72,89,98,87,TPPU
589,Nina,75,69,98,75,77,84,91,99,99,87,KP
590,Bayu,88,93,63,86,69,70,97,94,87,66,IF
591,Dewi,68,71,62,63,83,99,60,71,75,75,RE
592,Tono,96,97,85,90,67,86,95,90,90,78,AK
593,Lina,76,81,76,92,72,94,65,62,82,78,WE
594,Lina,91,70,85,82,65,78,96,64,60,65,TRE
595,Joko,62,91,67,67,74,95,66,64,66,96,AN
596,Bayu,98,69,61,73,86,92,75,92,99,84,TRM
597,Indra,96,90,97,82,61,71,71,75,98,72,TRE
598,Rudi,69,64,95,100,76,95,75,90,86,62,TPPU
599,Zain,60,82,71,89,94,77,78,79,72,100,ABT
600,Nina,84,64,77,90,63,75,95,76,63,61,WE
601,Rudi,68,81,95,84,99,62,95,96,97,89,AN
602,Lina,99,61,77,60,73,71,64,95,97,85,ABT
603,Lina,100,94,94,98,91,72,66,78,74,85,AK
604,Tono,84,90,98,62,75,73,90,89,99,74,TPPU
605,Indra,87,65,62,87,99,90,85,65,80,96,IN
606,Indra,78,99,76,74,99,93,68,79,94,61,AM
607,Citra,74,81,98,73,72,72,93,86,73,70,RPE
608,Tono,91,64,75,84,67,82,91,79,68,88,MK
609,Joko,67,98,79,94,82,68,94,89,60,63,ME
610,Lina,85,66,97,61,97,79,98,82,70,88,LPI
611,Citra,99,100,92,94,82,74,84,79,75,71,MK
612,Dewi,79,97,99,83,98,65,60,74,64,68,MK
613,Zain,100,65,88,76,82,66,81,91,72,60,WE
614,Indra,85,84,82,97,75,94,65,69,61,60,ABT
615,Fitri,81,70,78,77,89,82,88,61,88,71,RPE
616,Eka,93,81,88,99,98,76,73,79,91,63,ME
617,Indra,80,71,63,60,81,94,82,89,66,93,RPE
618,Sari,100,81,91,65,82,93,94,69,68,66,TRPL
619,Mira,74,70,88,99,86,76,60,67,100,93,MK
620,Citra,69,90,76,63,74,87,83,87,88,61,LPI
621,Eka,92,97,91,82,76,100,95,62,83,82,RKS
622,Gita,97,85,90,75,81,60,67,91,93,86,ME
623,Nina,73,72,78,90,75,75,91,79,99,67,IF
624,Sari,69,100,96,80,89,67,96,85,66,72,ME
625,Mira,71,67,78,73,85,64,100,66,91,100,ME
626,Nina,89,82,65,87,73,80,82,98,77,67,GM
627,Lina,92,86,88,82,69,71,82,95,91,73,MK
628,Indra,98,98,71,60,70,68,68,69,73,78,ME
629,Wati,67,72,87,66,70,71,70,69,62,76,IN
630,Dewi,73,64,91,67,98,70,93,82,80,61,ABT
631,Lina,90,74,67,63,79,87,67,85,82,86,ME
632,Indra,85,85,95,68,69,81,99,80,93,78,AN
633,Joko,82,92,69,90,79,73,89,70,82,63,IN
634,Zain,94,69,92,93,95,83,62,72,85,74,MK
635,Dewi,95,64,70,88,86,89,93,78,69,83,IN
636,Putri,72,71,78,86,63,82,93,69,68,64,TRE
637,Dewi,75,62,92,69,72,92,74,61,82,97,RPE
638,Joko,73,93,77,73,61,88,72,80,98,74,GM
639,Tono,99,84,75,86,84,76,88,98,95,62,MK
640,Fitri,79,74,92,76,81,93,67,70,71,72,TRE
641,Nina,79,71,96,66,99,100,80,62,68,61,RE
642,Putri,92,82,92,88,65,90,74,69,78,80,GM
643,Citra,88,73,95,81,75,61,71,86,96,74,TRPL
644,Wati,75,61,93,95,86,93,87,80,71,98,MS
645,Gita,60,66,66,65,63,71,72,77,76,61,RE
646,Krisna,71,61,78,95,67,84,97,94,64,88,MS
647,Bayu,80,74,91,67,84,87,65,76,81,61,EM
648,Fitri,93,89,96,96,63,100,76,68,63,81,TPPU
649,Mira,89,87,88,67,60,87,66,79,62,93,RE
650,Fitri,91,75,69,79,75,91,98,75,94,73,RKS
651,Bayu,98,80,76,64,69,80,64,68,64,88,RKS
652,Nina,69,76,86,67,64,75,72,75,71,82,LPI
653,Putri,98,71,72,96,94,79,69,100,92,76,GM
654,Oscar,84,88,76,62,79,86,86,86,60,98,LPI
655,Bayu,96,89,63,63,61,78,87,82,97,70,LPI
656,Dewi,81,79,98,62,73,66,74,93,71,86,KP
657,Mira,66,98,87,84,88,66,62,68,64,69,RKS
658,Dewi,79,82,86,64,80,93,100,64,92,60,RE
659,Indra,85,88,70,70,65,85,90,77,68,92,MK
660,Nina,71,81,62,86,86,60,74,67,99,70,TRE
661,Fitri,92,64,99,77,81,64,92,72,78,98,TRPL
662,Bayu,87,85,95,92,70,99,68,75,76,70,ME
663,Oscar,99,91,89,70,94,92,83,70,74,85,ABT
664,Rudi,64,85,96,93,60,63,92,65,78,90,MS
665,Mira,91,91,60,80,74,79,88,75,95,72,AM
666,Citra,81,97,92,92,76,99,64,61,60,85,GM
667,Hadi,81,83,81,63,95,88,63,95,75,77,EM
668,Putri,73,96,90,75,88,88,74,74,100,90,TPPU
669,Putri,94,95,60,96,99,75,61,85,95,86,TPPU
670,Dewi,78,68,77,73,98,61,72,100,96,83,ME
671,Hadi,86,93,93,62,80,78,71,86,94,64,ABT
672,Fitri,77,85,86,65,66,65,97,88,60,95,TPPU
673,Gita,81,80,80,66,99,68,67,97,93,71,MK
674,Citra,79,93,87,92,76,90,66,85,70,84,EM
675,Oscar,83,76,76,79,72,85,96,74,88,93,AN
676,Eka,73,98,76,74,85,96,98,69,81,78,AM
677,Zain,78,88,67,90,65,81,69,75,62,87,MS
678,Joko,65,72,79,83,98,77,82,68,76,60,ME
679,Oscar,92,74,89,72,86,90,89,65,75,91,ME
680,Bayu,86,91,65,76,83,61,75,63,68,90,MK
681,Rudi,61,82,89,62,94,70,99,92,87,78,RPE
682,Gita,97,79,84,89,65,80,83,96,93,67,GM
683,Rudi,77,93,91,71,74,96,98,84,62,100,AN
684,Dewi,96,94,66,72,93,76,84,73,86,85,WE
685,Nina,92,86,79,72,98,63,74,67,63,66,AN
686,Rudi,90,75,96,82,72,72,95,66,85,80,LPI
687,Fitri,66,98,82,100,91,77,66,95,69,65,RKS
688,Indra,88,86,70,91,60,67,89,60,78,76,ME
689,Sari,61,92,92,83,61,72,85,65,95,65,LPI
690,Dewi,74,68,92,72,65,90,73,76,86,87,ME
691,Mira,88,90,94,95,95,98,61,74,74,80,RE
692,Indra,63,60,82,64,92,68,82,73,98,97,AK
693,Krisna,78,76,84,85,85,100,83,68,72,91,TRE
694,Mira,67,90,83,65,80,84,92,95,95,82,IN
695,Putri,66,83,93,64,90,92,61,94,100,97,KP
696,Tono,89,80,81,87,99,68,81,76,98,66,EM
697,Joko,92,88,86,70,98,65,88,89,67,65,AN
698,Lina,79,86,73,74,98,94,65,87,94,93,RKS
699,Citra,84,71,79,96,84,60,83,75,62,71,LPI
700,Zain,94,87,83,97,96,76,75,92,85,77,MK
701,Bayu,95,63,99,74,81,64,81,68,74,92,AM
702,Tono,63,77,78,69,74,61,97,100,82,81,TRPL
703,Krisna,93,100,94,73,89,64,92,92,90,70,EM
704,Rudi,69,91,95,89,76,86,87,72,96,84,RKS
705,Fitri,78,75,73,80,63,94,64,96,66,68,TRE
706,Eka,84,93,83,82,63,98,77,99,76,84,RE
707,Putri,99,87,88,70,70,65,100,60,65,77,EM
708,Lina,91,76,81,74,100,70,94,90,60,82,LPI
709,Krisna,99,95,65,94,65,66,87,96,62,65,IN
710,Citra,89,94,65,79,76,99,91,88,96,60,TRE
711,Dewi,99,75,92,61,99,91,100,64,77,100,RKS
712,Nina,86,75,97,80,60,92,79,77,84,88,AK
713,Bayu,66,73,93,64,84,69,70,92,70,64,RPE
714,Fitri,71,80,81,87,80,98,69,96,98,97,IF
715,Nina,71,80,98,97,67,74,95,71,84,69,WE
716,Mira,88,79,80,73,75,78,95,60,84,88,IF
717,Tono,78,76,90,63,86,88,79,68,71,88,RE
718,Hadi,62,84,99,99,88,77,99,71,85,77,AM
719,Krisna,65,63,80,93,64,94,75,78,71,88,TRE
720,Gita,82,84,75,82,62,61,96,65,95,69,RKS
721,Putri,84,97,76,92,83,60,99,77,61,77,TRPL
722,Dewi,79,99,89,91,63,63,97,71,89,68,AK
723,Krisna,99,62,61,61,82,99,86,95,65,85,IF
724,Indra,90,76,76,66,91,92,73,66,69,90,GM
725,Zain,72,84,84,75,72,89,72,73,63,60,TPPU
726,Krisna,61,96,87,72,65,88,60,83,92,81,MS
727,Fitri,95,70,96,76,69,73,81,93,88,98,TRE
728,Sari,63,78,91,73,83,100,85,85,88,75,IN
729,Hadi,92,79,61,72,85,85,60,68,77,86,TPPU
730,Sari,84,60,81,68,63,67,67,90,61,87,TRE
731,Sari,68,100,69,63,67,66,80,74,75,82,MS
732,Dewi,89,79,100,80,73,80,69,83,82,63,KP
733,Nina,87,95,64,85,63,87,63,99,84,98,TRM
734,Zain,70,99,79,91,68,89,72,65,71,64,RKS
735,Gita,97,95,61,62,80,79,75,69,73,84,IF
736,Mira,83,69,91,91,68,78,94,87,88,68,LPI
737,Sari,77,80,64,79,60,90,69,65,100,82,LPI
738,Lina,93,64,84,66,90,89,72,72,93,81,RKS
739,Krisna,76,82,83,89,91,84,64,98,95,94,TRPL
740,Indra,86,75,95,65,68,72,97,61,66,61,IF
741,Nina,88,74,84,100,93,62,75,84,74,88,ABT
742,Wati,82,67,68,95,100,98,92,79,96,95,RE
743,Fitri,71,97,84,64,72,91,71,93,89,79,KP
744,Gita,96,81,77,60,87,80,100,69,81,84,ME
745,Mira,77,76,81,65,93,84,90,80,79,95,LPI
746,Wati,63,83,92,98,60,74,91,62,63,90,RKS
747,Indra,87,62,68,92,82,77,90,67,85,80,MS
748,Lina,63,89,100,65,96,90,61,79,73,69,RE
749,Zain,82,88,79,77,94,94,83,88,76,75,IF
750,Rudi,72,90,98,98,96,61,81,68,75,72,RKS
751,Krisna,90,73,99,81,64,95,77,66,86,60,TRPL
752,Krisna,63,86,62,76,86,69,92,74,86,65,RE
753,Dewi,97,81,97,97,82,61,84,95,89,95,ABT
754,Dewi,94,63,69,92,92,89,71,75,90,85,AM
755,Oscar,94,70,91,72,67,100,82,88,89,67,EM
756,Mira,69,64,81,85,98,61,86,71,95,96,LPI
757,Bayu,68,84,95,71,68,85,99,64,89,93,AN
758,Lina,95,60,79,72,94,72,63,78,92,72,AK
759,Dewi,64,90,100,94,60,62,74,67,76,100,RKS
760,Tono,85,99,96,94,92,61,98,63,90,94,MK
761,Sari,71,99,61,62,90,87,94,96,67,60,GM
762,Fitri,70,71,92,74,61,82,91,72,98,65,TPPU
763,Putri,70,60,72,68,64,65,83,93,82,82,MS
764,Bayu,97,94,84,79,91,73,87,71,69,80,RPE
765,Hadi,95,85,80,76,99,85,68,85,89,100,IN
766,Nina,93,91,81,93,86,64,64,87,66,90,IN
767,Wati,91,94,86,87,79,61,72,63,76,93,AN
768,Hadi,95,99,100,80,86,64,100,93,73,82,WE
769,Rudi,92,79,71,81,91,83,89,76,78,97,RPE
770,Tono,72,67,70,85,94,88,98,84,79,68,IF
771,Tono,82,98,84,80,65,91,92,94,84,68,EM
772,Oscar,89,74,61,70,75,90,63,78,65,92,RPE
773,Joko,64,100,100,76,72,84,84,71,99,97,WE
774,Zain,67,77,78,97,97,78,68,71,83,99,ME
775,Lina,91,63,83,74,83,77,64,62,97,83,KP
776,Mira,90,75,98,63,98,98,91,75,60,84,ABT
777,Eka,69,81,80,85,84,73,86,85,61,96,IF
778,Wati,67,66,65,86,68,61,68,69,89,85,TRE
779,Gita,100,94,77,92,83,94,71,83,61,99,AK
780,Oscar,82,72,96,99,84,61,90,96,72,100,TRE
781,Dewi,62,99,95,66,96,89,81,71,74,77,ABT
782,Citra,93,89,66,77,75,94,100,88,64,69,TRM
783,Zain,60,64,100,99,100,87,96,75,85,68,AM
784,Joko,100,85,97,89,77,70,95,69,60,67,RE
785,Indra,77,63,100,92,80,72,74,69,68,89,RKS
786,Oscar,82,74,87,97,82,90,84,83,78,73,MK
787,Bayu,92,93,72,81,72,72,78,79,83,96,RPE
788,Krisna,90,98,87,61,77,89,93,89,84,89,TRE
789,Oscar,69,65,83,76,62,76,61,87,76,88,GM
790,Indra,62,64,90,81,76,68,97,89,60,77,AK
791,Bayu,86,75,89,61,77,99,84,79,91,75,TRPL
792,Citra,89,78,77,88,82,82,85,69,64,80,IN
793,Indra,83,89,100,65,61,73,80,87,79,96,MK
794,Nina,72,60,72,62,84,81,74,95,79,72,TRE
795,Tono,89,91,71,68,85,64,64,94,60,92,TRE
796,Eka,87,93,63,91,75,84,76,60,88,61,ME
797,Wati,98,69,67,61,78,91,73,88,89,82,AK
798,Indra,85,99,60,82,64,93,84,73,83,84,AM
799,Joko,90,84,96,99,78,85,99,94,95,81,TPPU
800,Oscar,98,80,67,99,85,83,84,80,100,93,ME
801,Fitri,95,82,61,78,63,74,73,61,96,94,RPE
802,Wati,65,96,92,98,65,71,60,63,92,84,ABT
803,Putri,66,84,64,69,65,99,84,64,68,64,WE
804,Bayu,62,94,62,81,62,61,93,72,69,60,MS
805,Bayu,73,93,100,79,97,73,73,88,97,73,RPE
806,Putri,91,67,64,74,93,74,93,61,61,77,TRPL
807,Hadi,82,74,98,83,100,78,64,84,89,89,TRM
808,Sari,74,79,83,97,70,67,62,95,86,79,AN
809,Eka,93,87,92,87,82,71,81,65,71,71,RPE
810,Mira,99,98,100,86,100,92,61,81,85,83,WE
811,Joko,86,95,88,67,98,93,90,72,65,90,AK
812,Wati,60,64,72,97,74,93,70,81,88,82,WE
813,Hadi,66,94,64,85,77,92,85,61,76,66,AN
814,Krisna,64,86,71,85,67,63,86,89,99,83,LPI
815,Sari,88,68,92,83,84,78,71,71,69,74,WE
816,Tono,97,85,98,96,99,81,93,93,67,67,RKS
817,Krisna,89,82,63,90,90,72,78,85,67,77,LPI
818,Krisna,92,87,98,78,64,73,99,60,80,70,AN
819,Lina,79,82,91,100,76,74,88,66,99,72,ABT
820,Citra,91,75,89,85,64,83,97,70,77,79,LPI
821,Oscar,65,70,68,67,97,81,93,70,68,61,EM
822,Eka,63,95,72,63,98,78,88,72,97,91,RE
823,Tono,80,61,75,79,67,72,72,65,61,98,AM
824,Nina,71,79,91,74,93,83,91,72,97,75,TRM
825,Krisna,94,75,65,63,74,70,75,77,94,63,MS
826,Nina,80,92,84,69,93,86,94,89,68,69,TPPU
827,Lina,90,64,99,84,62,71,82,91,67,67,ME
828,Joko,88,81,84,98,75,79,66,70,88,78,RPE
829,Putri,98,82,74,85,85,90,80,79,81,76,WE
830,Citra,70,99,85,74,93,96,96,77,80,74,MS
831,Oscar,95,100,83,61,81,71,86,73,62,90,RKS
832,Krisna,87,86,90,78,100,85,75,81,90,61,RKS
833,Oscar,68,74,92,100,95,68,95,73,76,95,IN
834,Hadi,61,64,83,71,66,62,74,90,84,90,LPI
835,Lina,91,61,91,84,66,65,85,79,75,70,TRM
836,Zain,64,60,80,65,73,82,93,69,96,69,ABT
837,Lina,83,66,76,76,88,86,82,61,74,79,ME
838,Hadi,60,64,79,82,95,84,69,89,67,84,ME
839,Hadi,93,100,88,61,80,76,98,72,94,86,GM
840,Sari,97,61,92,93,67,73,98,61,63,74,IF
841,Indra,70,74,67,91,61,78,69,70,85,76,MK
842,Fitri,83,60,82,74,76,76,85,86,74,69,ME
843,Mira,65,92,93,84,64,93,60,85,88,91,TRPL
844,Tono,68,81,81,65,93,61,73,76,75,87,WE
845,Indra,66,72,85,63,85,96,85,65,87,81,AK
846,Krisna,73,88,86,100,89,74,92,83,85,89,MS
847,Eka,86,100,85,68,76,68,67,95,86,100,LPI
848,Eka,75,92,67,84,99,67,94,83,81,67,MK
849,Citra,68,74,75,68,61,78,81,90,65,80,ABT
850,Oscar,92,81,99,60,94,95,84,99,76,97,ABT
851,Wati,80,86,75,86,79,98,89,63,80,67,IN
852,Dewi,69,77,64,87,80,83,80,65,77,90,RPE
853,Mira,68,88,99,98,78,63,78,86,76,90,ABT
854,Citra,73,76,93,78,90,70,60,76,73,66,KP
855,Rudi,70,92,85,86,66,60,74,75,74,77,ABT
856,Krisna,96,61,93,68,70,85,77,85,93,72,MS
857,Tono,72,64,67,100,67,81,73,100,65,62,LPI
858,Krisna,80,80,85,61,98,99,61,75,96,60,RE
859,Gita,92,99,76,99,96,87,98,68,81,100,IF
860,Putri,84,92,63,70,69,96,81,85,64,74,WE
861,Krisna,83,75,96,84,77,95,82,72,93,75,AM
862,Nina,99,73,78,84,60,72,64,99,70,86,AN
863,Citra,63,99,66,81,95,87,65,88,62,99,TPPU
864,Zain,89,77,73,63,85,63,97,70,89,82,RPE
865,Wati,74,72,93,63,81,69,91,79,92,95,AN
866,Gita,70,65,87,78,84,85,74,63,68,80,RPE
867,Wati,60,82,65,79,91,93,89,76,76,77,AN
868,Sari,86,91,90,90,86,88,68,97,74,72,MK
869,Nina,94,100,72,62,87,85,86,88,94,81,ME
870,Krisna,83,71,64,87,86,62,85,73,97,86,LPI
871,Indra,72,91,80,91,100,61,70,74,95,91,KP
872,Zain,95,65,82,86,97,74,61,99,86,75,GM
873,Eka,71,80,100,96,71,61,78,79,60,87,RKS
874,Sari,70,66,89,61,95,75,87,71,75,98,IF
875,Citra,65,81,89,66,61,72,74,96,86,84,AK
876,Eka,72,64,79,100,64,75,95,91,70,66,GM
877,Bayu,72,80,96,67,73,94,75,100,75,87,IF
878,Zain,74,89,61,65,91,95,65,96,71,94,WE
879,Eka,76,88,83,73,88,87,85,69,91,67,TPPU
880,Wati,98,60,83,96,96,61,89,62,98,89,RE
881,Putri,100,84,98,99,100,80,77,68,95,76,EM
882,Mira,87,77,65,66,72,70,82,82,61,99,MS
883,Oscar,83,96,85,82,80,92,94,89,67,62,IF
884,Mira,83,83,85,61,70,85,92,77,63,77,ABT
885,Oscar,79,93,82,87,74,86,74,61,92,84,WE
886,Mira,99,75,65,63,84,91,64,94,75,72,LPI
887,Joko,77,93,87,99,64,65,86,100,77,94,ABT
888,Tono,96,63,76,98,85,75,95,95,78,83,IN
889,Nina,65,84,83,77,97,96,95,73,80,77,MK
890,Hadi,88,95,84,66,71,72,62,89,81,84,TRE
891,Nina,85,67,81,91,96,85,80,73,76,79,IF
892,Krisna,93,73,68,81,100,100,100,79,70,82,AK
893,Zain,84,73,75,93,74,95,95,80,100,91,RKS
894,Nina,60,61,79,79,95,70,62,94,68,98,AM
895,Lina,69,95,82,77,85,92,88,85,97,72,IF
896,Hadi,85,68,70,68,61,93,72,93,75,71,WE
897,Wati,89,64,83,97,90,92,91,92,62,96,KP
898,Krisna,95,95,75,100,98,66,99,86,94,99,RE
899,Fitri,78,97,78,60,90,63,85,89,70,97,EM
900,Krisna,96,100,70,63,76,75,75,89,61,88,AK
901,Mira,81,66,97,100,83,72,68,75,99,75,EM
902,Eka,83,76,100,92,81,75,100,77,62,78,WE
903,Lina,82,83,70,88,84,85,65,82,93,77,MK
904,Tono,78,67,76,61,98,83,98,92,80,61,MK
905,Krisna,72,64,67,78,87,75,84,72,98,84,TRPL
906,Indra,83,76,95,78,89,61,91,99,80,89,AN
907,Indra,65,79,62,93,67,71,93,96,68,82,KP
908,Tono,77,68,100,89,66,76,81,70,86,92,WE
909,Indra,75,62,87,100,91,97,83,78,85,75,IN
910,Dewi,95,68,65,95,99,84,87,86,88,81,TRM
911,Sari,61,87,82,95,98,72,93,86,89,86,WE
912,Mira,64,82,74,83,64,65,68,72,71,83,TRE
913,Oscar,68,70,92,92,74,99,75,96,60,66,AK
914,Nina,76,84,88,62,63,69,74,67,90,90,MK
915,Nina,66,73,78,92,78,92,98,60,98,90,KP
916,Oscar,66,93,94,88,100,78,90,81,95,66,KP
917,Lina,86,84,81,69,70,87,88,74,72,95,TRM
918,Bayu,64,69,74,91,65,92,71,92,85,76,AK
919,Oscar,89,99,94,85,81,78,72,81,76,89,AN
920,Putri,67,64,98,81,85,87,70,92,79,72,AK
921,Hadi,88,98,71,91,67,71,89,77,61,84,IF
922,Sari,97,91,77,63,98,82,90,84,80,84,AN
923,Wati,93,83,92,87,96,82,89,83,85,79,TRM
924,Nina,91,96,84,88,84,100,92,75,88,99,TRE
925,Zain,70,94,96,78,60,89,77,61,71,85,AK
926,Eka,88,89,83,83,71,100,69,67,64,84,ME
927,Krisna,92,90,82,77,67,78,96,69,96,98,MK
928,Rudi,81,91,92,74,69,63,86,85,61,93,TPPU
929,Tono,60,100,84,83,88,80,76,78,84,67,AM
930,Tono,95,70,84,72,89,88,61,66,95,80,IN
931,Dewi,71,70,85,98,97,100,60,95,60,69,TRM
932,Bayu,82,99,60,91,67,61,89,78,87,95,AN
933,Krisna,66,80,81,81,77,66,61,91,65,75,TPPU
934,Rudi,83,62,82,66,69,67,63,68,92,69,ABT
